Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2026-07-02,Mouse,Accessories,East,2,1292.63,196.44
2026-07-03,Camera,Electronics,North,2,2020.16,105.89
2026-07-05,Mobile,Electronics,West,10,1963.73,138.59
2026-06-16,Mouse,Accessories,East,1,1186.11,270.04
2026-07-11,Mobile,Electronics,North,8,1981.98,235.9
2026-06-21,Laptop,Electronics,West,9,3036.39,587.87
2026-06-16,Tablet,Electronics,East,1,3116.57,191.37
2026-07-05,Mobile,Electronics,East,4,1507.68,118.46
2026-07-09,Headphones,Accessories,East,2,4972.49,1308.01
2026-06-24,Mobile,Electronics,North,4,2954.21,342.32
2026-07-08,Mobile,Electronics,North,8,2346.84,509.39
2026-06-30,Monitor,Electronics,North,6,4800.3,1094.98
2026-06-15,Keyboard,Accessories,South,1,1126.89,335.8
2026-07-11,Monitor,Electronics,East,9,356.94,65.82
2026-06-14,Mouse,Accessories,South,8,544.66,60.97
2026-07-04,Camera,Electronics,North,1,364.07,37.59
2026-06-16,Keyboard,Accessories,North,10,2519.93,388.87
2026-07-05,Mouse,Accessories,West,1,1678.38,352.79
2026-07-03,Monitor,Electronics,East,5,1030.03,166.28
2026-06-20,Printer,Office,North,9,3368.5,396.26
2026-06-12,Headphones,Accessories,South,4,1917.52,404.56
2026-07-05,Laptop,Electronics,West,8,2076.53,539.24
2026-07-06,Speaker,Accessories,East,7,3210.21,379.25
2026-06-22,Speaker,Accessories,East,6,3748.78,643.22
2026-06-17,Mouse,Accessories,North,6,2797.53,646.2
2026-06-20,Laptop,Electronics,North,7,730.94,72.27
2026-07-06,Mouse,Accessories,East,4,4879.13,575.21
2026-06-30,Speaker,Accessories,East,8,3689.57,277.47
2026-06-30,Camera,Electronics,East,7,4718.47,1368.64
2026-06-28,Mobile,Electronics,East,6,4838.89,680.36
2026-06-25,Monitor,Electronics,North,1,2852.13,710.82
2026-06-24,Headphones,Accessories,North,2,875.26,98.38
2026-06-15,Tablet,Electronics,East,8,2526.16,735.41
2026-06-24,Camera,Electronics,North,6,1255.87,346.3
2026-07-11,Monitor,Electronics,West,1,2317.41,421.03
2026-07-08,Camera,Electronics,North,5,156.96,45.25
2026-06-23,Monitor,Electronics,West,5,1596.6,409.09
2026-06-21,Tablet,Electronics,South,4,1775.05,96.82
2026-07-10,Monitor,Electronics,South,8,619.02,155.81
2026-06-16,Speaker,Accessories,South,4,608.5,104.79
2026-07-08,Printer,Office,East,10,1276.5,330.26
2026-06-30,Monitor,Electronics,South,6,4635.31,317.85
2026-06-18,Tablet,Electronics,South,7,3687.44,217.94
2026-07-07,Keyboard,Accessories,East,4,3623.2,522.99
2026-07-04,Mouse,Accessories,South,4,4920.26,654.0
2026-07-12,Speaker,Accessories,North,10,4000.67,203.73
2026-06-18,Laptop,Electronics,South,9,2146.97,144.88
2026-06-25,Keyboard,Accessories,East,3,3810.94,498.14
2026-06-23,Camera,Electronics,North,10,3074.42,840.38
2026-07-02,Speaker,Accessories,South,1,812.92,152.77
2026-07-08,Headphones,Accessories,North,10,3692.44,377.44
2026-07-12,Keyboard,Accessories,West,5,3414.01,755.93
2026-06-19,Mobile,Electronics,West,4,2627.53,469.78
2026-06-29,Keyboard,Accessories,West,9,2625.02,724.54
2026-07-04,Keyboard,Accessories,South,4,351.14,95.69
2026-07-09,Mouse,Accessories,North,9,2418.59,364.81
2026-07-01,Laptop,Electronics,North,7,2347.57,157.6
