Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2026-06-25,Speaker,Accessories,West,8,2238.43,306.65
2026-07-07,Laptop,Electronics,West,3,3787.58,907.79
2026-06-15,Speaker,Accessories,South,7,3166.89,409.97
2026-07-04,Speaker,Accessories,South,9,1619.26,282.3
2026-06-12,Monitor,Electronics,North,1,1192.09,106.19
2026-07-01,Headphones,Accessories,East,2,3856.25,522.85
2026-06-27,Headphones,Accessories,North,7,2400.92,179.5
2026-06-16,Camera,Electronics,South,10,569.06,82.13
2026-06-26,Monitor,Electronics,West,3,3725.0,857.54
2026-07-08,Laptop,Electronics,North,2,4914.48,961.56
2026-07-11,Headphones,Accessories,East,3,3766.6,1036.75
2026-07-02,Mouse,Accessories,West,2,4522.93,576.8
2026-06-12,Camera,Electronics,West,9,3520.35,586.44
2026-07-08,Camera,Electronics,North,6,3910.29,1075.46
2026-06-18,Printer,Office,East,6,4494.34,421.29
2026-06-26,Speaker,Accessories,East,2,1250.19,370.21
2026-07-04,Keyboard,Accessories,South,8,3252.32,848.22
2026-07-06,Headphones,Accessories,West,6,4415.66,1314.48
2026-06-29,Printer,Office,East,5,4248.55,790.5
2026-07-12,Tablet,Electronics,East,4,3409.77,820.28
2026-07-05,Camera,Electronics,East,6,933.68,214.96
2026-07-06,Camera,Electronics,West,2,488.56,41.43
2026-06-20,Mobile,Electronics,North,5,3562.22,250.46
2026-06-20,Speaker,Accessories,North,8,2349.32,182.61
2026-06-24,Mobile,Electronics,South,8,1744.87,518.2
2026-06-30,Monitor,Electronics,West,5,4856.92,1154.68
2026-06-28,Camera,Electronics,East,4,126.3,23.58
2026-07-02,Laptop,Electronics,West,6,201.44,23.24
2026-07-04,Tablet,Electronics,East,2,2276.22,119.56
2026-06-26,Mouse,Accessories,North,7,2173.45,216.27
2026-06-24,Speaker,Accessories,West,10,1214.34,348.58
2026-06-13,Camera,Electronics,West,2,2719.22,777.94
2026-06-24,Headphones,Accessories,West,9,3364.97,284.42
2026-06-28,Camera,Electronics,South,7,4186.2,730.32
2026-06-17,Mobile,Electronics,West,1,401.65,32.66
2026-06-15,Monitor,Electronics,East,6,1516.42,78.64
2026-06-12,Keyboard,Accessories,West,9,389.57,34.43
2026-07-08,Laptop,Electronics,West,3,2916.81,554.68
2026-06-28,Tablet,Electronics,West,1,1598.57,98.33
2026-06-12,Mobile,Electronics,West,2,563.2,82.89
2026-07-03,Printer,Office,South,10,1375.64,268.59
2026-07-03,Speaker,Accessories,North,3,3440.09,289.97
2026-07-06,Speaker,Accessories,East,3,1206.54,211.36
2026-06-18,Monitor,Electronics,North,10,2250.02,313.53
2026-06-22,Laptop,Electronics,West,8,2600.65,420.19
2026-07-10,Speaker,Accessories,West,4,1841.93,462.51
2026-06-23,Mobile,Electronics,North,9,109.87,31.63
2026-06-17,Monitor,Electronics,North,9,1206.19,88.08
2026-06-21,Printer,Office,North,9,248.89,40.56
2026-06-20,Camera,Electronics,East,3,2690.23,586.79
2026-06-14,Mouse,Accessories,East,6,413.31,53.06
2026-07-12,Mobile,Electronics,South,10,3219.27,431.83
2026-07-07,Tablet,Electronics,North,2,3604.62,769.86
2026-06-30,Camera,Electronics,South,5,1020.95,234.07
2026-07-12,Mobile,Electronics,East,6,1428.56,289.13
2026-07-12,Camera,Electronics,West,6,2561.27,648.24
2026-07-09,Headphones,Accessories,East,8,2634.2,481.52
2026-06-21,Mobile,Electronics,East,2,1373.93,292.3
2026-07-12,Camera,Electronics,South,8,4936.42,576.51
2026-07-02,Mobile,Electronics,West,4,3463.84,984.34
2026-06-17,Tablet,Electronics,South,8,4241.99,755.12
2026-07-05,Mobile,Electronics,West,3,2771.75,579.77
2026-06-13,Printer,Office,North,6,3431.0,586.58
2026-07-06,Speaker,Accessories,West,6,3230.83,415.43
2026-06-13,Printer,Office,West,5,3822.97,644.49
2026-07-06,Printer,Office,South,10,3475.08,892.75
2026-06-26,Monitor,Electronics,East,8,985.99,252.22
2026-07-07,Laptop,Electronics,North,10,3704.79,1076.61
2026-06-12,Monitor,Electronics,East,6,1938.51,111.61
2026-07-03,Laptop,Electronics,North,1,3663.23,716.08
2026-06-16,Printer,Office,South,2,3436.27,305.06
2026-06-15,Tablet,Electronics,South,2,1310.73,354.47
2026-07-11,Speaker,Accessories,North,5,379.23,58.76
2026-07-01,Monitor,Electronics,East,1,4506.8,1095.6
2026-07-03,Camera,Electronics,South,5,649.18,46.63
2026-07-01,Monitor,Electronics,South,4,1747.17,288.07
2026-06-12,Speaker,Accessories,North,9,2406.74,246.32
2026-07-10,Keyboard,Accessories,East,10,2960.48,684.68
2026-07-01,Monitor,Electronics,West,3,4364.23,1221.17
2026-07-05,Camera,Electronics,West,3,3807.25,1138.77
2026-07-04,Printer,Office,East,3,1292.41,74.5
2026-06-20,Monitor,Electronics,South,3,799.15,212.86
2026-07-10,Speaker,Accessories,East,9,3087.57,373.64
2026-06-30,Keyboard,Accessories,West,4,3324.94,702.74
2026-07-07,Mobile,Electronics,South,3,4838.06,1447.24
2026-06-14,Camera,Electronics,North,9,1446.33,416.01
2026-07-06,Tablet,Electronics,North,4,3747.42,880.36
2026-06-29,Mobile,Electronics,East,1,2744.27,427.79
2026-07-06,Camera,Electronics,East,3,2960.85,714.0
2026-07-02,Keyboard,Accessories,North,3,2658.1,751.09
2026-07-12,Headphones,Accessories,South,9,4510.03,910.16
2026-06-15,Mobile,Electronics,South,10,1498.95,380.74
2026-06-12,Keyboard,Accessories,South,3,4767.51,341.04
2026-06-13,Mobile,Electronics,North,10,4307.4,284.44
2026-07-09,Printer,Office,North,3,169.91,30.96
2026-06-16,Monitor,Electronics,North,9,4668.02,352.54
2026-07-08,Tablet,Electronics,West,3,1883.24,100.14
2026-07-09,Speaker,Accessories,South,8,4416.09,1221.98
2026-07-06,Monitor,Electronics,East,7,3550.66,973.99
2026-06-29,Keyboard,Accessories,West,8,1890.04,115.56
2026-06-28,Mobile,Electronics,East,8,717.6,67.6
2026-07-01,Headphones,Accessories,West,8,1790.91,440.26
2026-06-26,Mobile,Electronics,South,8,2358.74,255.72
2026-06-24,Mobile,Electronics,North,8,1841.57,211.1
2026-06-23,Mobile,Electronics,West,3,4375.52,366.01
2026-07-02,Speaker,Accessories,West,9,989.99,219.77
2026-07-03,Keyboard,Accessories,North,10,3794.92,340.15
2026-07-07,Printer,Office,East,2,2048.79,363.92
2026-06-27,Printer,Office,North,2,1318.73,200.02
2026-07-05,Headphones,Accessories,South,7,4524.88,1270.79
2026-06-30,Laptop,Electronics,South,5,2295.64,674.68
2026-06-12,Mobile,Electronics,East,1,3509.93,661.89
2026-06-24,Camera,Electronics,West,1,1046.53,281.9
2026-07-08,Mobile,Electronics,West,9,3814.28,601.41
2026-07-06,Laptop,Electronics,North,8,4028.04,371.89
2026-07-12,Monitor,Electronics,East,1,2749.12,453.83
2026-07-07,Mobile,Electronics,East,8,2745.68,317.9
2026-07-06,Speaker,Accessories,East,10,146.57,28.98
2026-06-15,Mobile,Electronics,South,2,4731.49,613.83
2026-06-21,Headphones,Accessories,South,3,2511.53,354.32
2026-06-18,Printer,Office,West,7,281.19,15.34
2026-06-29,Monitor,Electronics,West,9,2488.4,363.53
