Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2026-06-19,Mobile,Electronics,East,7,320.78,60.01
2026-06-27,Mouse,Accessories,North,6,4824.18,288.16
2026-07-08,Monitor,Electronics,South,8,1975.72,115.52
2026-06-15,Camera,Electronics,North,4,3859.15,855.02
2026-07-12,Speaker,Accessories,North,2,412.9,22.77
2026-07-04,Printer,Office,West,2,2046.51,364.65
2026-07-06,Tablet,Electronics,East,9,4020.28,385.92
2026-07-09,Laptop,Electronics,South,8,4579.18,819.77
2026-06-28,Monitor,Electronics,East,9,2255.62,156.5
2026-06-23,Keyboard,Accessories,North,6,3152.28,887.6
2026-07-09,Speaker,Accessories,North,9,3633.67,885.03
2026-07-08,Headphones,Accessories,East,3,4096.79,268.81
2026-06-13,Speaker,Accessories,West,3,3060.22,162.75
2026-06-22,Keyboard,Accessories,East,4,962.34,132.51
2026-06-30,Keyboard,Accessories,South,5,2823.66,561.11
2026-07-11,Monitor,Electronics,South,7,4012.74,894.37
2026-07-09,Keyboard,Accessories,North,9,3700.93,1104.0
2026-06-21,Tablet,Electronics,South,7,3501.53,524.65
2026-06-21,Laptop,Electronics,East,5,2605.71,649.7
2026-06-12,Monitor,Electronics,East,8,2229.8,322.46
2026-07-05,Speaker,Accessories,West,2,975.21,186.35
2026-06-29,Speaker,Accessories,East,6,314.84,44.65
2026-07-04,Mouse,Accessories,North,1,1043.49,142.73
2026-07-08,Monitor,Electronics,West,9,3242.86,549.5
2026-07-07,Monitor,Electronics,East,9,3421.65,382.17
2026-06-26,Mouse,Accessories,North,10,994.72,262.22
2026-06-19,Camera,Electronics,South,1,2135.47,171.39
2026-06-24,Mobile,Electronics,North,9,114.8,15.18
2026-07-03,Monitor,Electronics,West,3,1006.78,274.85
2026-07-07,Tablet,Electronics,South,5,891.24,251.19
2026-06-19,Tablet,Electronics,East,9,211.98,35.06
2026-07-11,Mouse,Accessories,North,1,363.0,58.45
2026-07-10,Tablet,Electronics,West,2,569.29,133.67
2026-06-30,Headphones,Accessories,West,8,3309.34,940.33
2026-06-30,Camera,Electronics,East,4,3851.42,540.97
2026-06-27,Headphones,Accessories,North,4,4870.41,536.31
2026-07-07,Monitor,Electronics,South,6,4563.14,777.58
2026-06-21,Mouse,Accessories,North,2,252.81,60.56
2026-07-08,Headphones,Accessories,West,10,3740.32,191.2
2026-07-11,Speaker,Accessories,South,4,2638.65,330.47
2026-07-04,Laptop,Electronics,South,8,4346.49,397.42
2026-06-21,Mouse,Accessories,North,10,3723.07,942.48
2026-06-20,Speaker,Accessories,South,7,3848.6,1005.84
2026-06-28,Printer,Office,North,1,4042.95,907.23
2026-06-14,Monitor,Electronics,East,10,402.92,40.66
2026-07-09,Speaker,Accessories,North,10,2904.7,354.44
2026-06-26,Monitor,Electronics,North,2,4733.75,688.94
2026-06-29,Mobile,Electronics,East,1,2497.51,306.44
2026-07-01,Mouse,Accessories,South,10,2767.57,793.72
2026-06-15,Camera,Electronics,South,4,2615.11,579.17
2026-06-27,Printer,Office,East,10,4619.58,1034.86
2026-07-01,Mouse,Accessories,West,6,3243.87,933.57
2026-06-13,Headphones,Accessories,South,5,1347.51,193.16
2026-06-27,Speaker,Accessories,West,2,966.47,183.46
2026-06-28,Laptop,Electronics,North,7,3441.14,723.08
2026-07-06,Laptop,Electronics,North,10,1611.42,104.49
2026-06-20,Speaker,Accessories,North,10,1597.76,435.13
2026-06-24,Printer,Office,South,5,1641.38,376.24
2026-06-25,Keyboard,Accessories,South,10,952.87,269.49
2026-06-25,Headphones,Accessories,South,3,4762.4,484.6
2026-07-06,Mouse,Accessories,South,3,3040.42,369.84
2026-07-12,Camera,Electronics,South,8,3721.85,840.06
2026-06-13,Monitor,Electronics,South,4,1780.11,240.79
2026-06-17,Mobile,Electronics,North,4,778.0,100.85
2026-07-04,Camera,Electronics,East,3,2506.3,459.02
2026-07-08,Laptop,Electronics,East,6,3897.6,493.88
2026-07-08,Speaker,Accessories,North,7,1515.87,436.89
2026-07-01,Mouse,Accessories,East,9,801.17,53.11
2026-06-20,Speaker,Accessories,West,7,249.69,63.7
2026-07-05,Laptop,Electronics,East,5,4867.05,1421.06
2026-07-07,Keyboard,Accessories,East,8,2625.49,750.22
2026-06-29,Printer,Office,West,5,157.97,42.61
2026-06-18,Headphones,Accessories,East,3,1508.68,146.52
2026-07-09,Laptop,Electronics,North,4,4912.73,418.4
2026-06-16,Mouse,Accessories,North,2,4568.66,527.17
2026-07-09,Mobile,Electronics,South,10,3529.74,923.31
2026-07-01,Camera,Electronics,East,10,2868.71,273.87
2026-07-09,Headphones,Accessories,East,7,1658.82,470.94
2026-06-18,Speaker,Accessories,South,10,2997.93,348.17
2026-06-16,Mobile,Electronics,South,9,1949.31,274.0
2026-07-10,Camera,Electronics,East,9,2827.08,624.02
2026-06-28,Printer,Office,West,9,1066.95,228.82
2026-06-27,Monitor,Electronics,North,1,4627.25,550.48
2026-06-28,Headphones,Accessories,South,9,3607.43,447.5
2026-06-30,Camera,Electronics,West,1,1703.82,281.69
2026-07-02,Headphones,Accessories,West,7,933.63,152.94
2026-06-18,Printer,Office,South,2,4896.75,1172.3
2026-06-29,Printer,Office,South,2,2985.01,183.92
2026-06-16,Keyboard,Accessories,North,6,2996.24,775.99
2026-06-19,Camera,Electronics,East,7,732.08,102.38
2026-06-20,Headphones,Accessories,South,2,3539.18,222.19
2026-06-23,Headphones,Accessories,East,3,4874.9,1173.43
2026-06-12,Speaker,Accessories,West,7,3775.55,996.52
2026-07-09,Printer,Office,North,6,3533.17,687.55
2026-06-27,Headphones,Accessories,East,10,1217.63,264.95
2026-07-11,Mobile,Electronics,North,2,2931.61,324.05
2026-07-02,Printer,Office,West,1,198.09,32.59
2026-06-24,Monitor,Electronics,North,2,3532.04,807.18
2026-06-25,Tablet,Electronics,West,6,1146.71,92.44
2026-06-27,Keyboard,Accessories,South,6,4900.16,985.05
2026-06-18,Speaker,Accessories,South,6,4741.67,1255.75
2026-07-09,Headphones,Accessories,East,1,768.53,76.56
2026-06-24,Tablet,Electronics,East,6,4903.37,1345.21
2026-07-12,Laptop,Electronics,South,5,3369.91,674.32
2026-07-11,Keyboard,Accessories,West,9,777.78,180.33
2026-06-27,Speaker,Accessories,West,7,2276.7,270.83
2026-07-02,Speaker,Accessories,East,6,2872.55,310.77
2026-06-29,Mobile,Electronics,West,5,1704.37,443.26
2026-06-26,Mouse,Accessories,West,1,1042.3,207.92
2026-07-03,Laptop,Electronics,North,1,506.65,114.52
2026-06-20,Laptop,Electronics,West,3,4629.49,936.62
2026-07-08,Printer,Office,North,3,3245.73,501.77
2026-06-26,Mobile,Electronics,North,9,2629.72,554.72
2026-07-12,Mouse,Accessories,North,3,3195.81,833.42
2026-07-04,Printer,Office,West,5,331.43,87.05
2026-06-29,Keyboard,Accessories,West,10,1932.94,486.27
2026-07-05,Tablet,Electronics,North,5,1973.24,379.79
2026-06-19,Mouse,Accessories,East,7,3014.73,370.46
2026-06-21,Keyboard,Accessories,West,10,3839.22,967.25
2026-06-29,Headphones,Accessories,South,9,1424.94,189.6
2026-07-10,Headphones,Accessories,South,10,2423.12,437.81
2026-06-26,Headphones,Accessories,North,7,2779.47,238.22
2026-06-13,Headphones,Accessories,West,7,4870.22,609.03
2026-07-12,Monitor,Electronics,South,4,3940.5,280.51
2026-06-26,Mobile,Electronics,West,4,2096.86,381.36
2026-06-20,Monitor,Electronics,West,8,3304.36,213.54
2026-06-30,Laptop,Electronics,North,7,1162.41,348.64
2026-07-02,Laptop,Electronics,South,4,2784.99,646.81
2026-06-12,Camera,Electronics,West,3,3664.88,644.24
2026-06-24,Laptop,Electronics,North,7,106.55,26.86
2026-06-30,Keyboard,Accessories,South,5,1261.06,246.2
2026-06-29,Camera,Electronics,East,4,2984.24,725.36
2026-06-16,Mobile,Electronics,West,10,1701.07,397.84
2026-06-15,Monitor,Electronics,West,1,2609.62,728.72
2026-06-29,Camera,Electronics,South,10,4502.51,1150.56
2026-07-11,Keyboard,Accessories,West,7,1003.22,248.32
2026-06-26,Headphones,Accessories,South,6,1703.41,325.57
2026-06-24,Keyboard,Accessories,West,3,3339.63,684.16
2026-06-24,Monitor,Electronics,North,5,636.32,120.69
2026-06-21,Camera,Electronics,West,1,213.41,12.71
2026-07-01,Mouse,Accessories,East,1,2255.32,423.1
2026-07-01,Camera,Electronics,North,6,960.91,64.42
2026-06-21,Camera,Electronics,East,3,4833.3,678.01
2026-06-12,Keyboard,Accessories,North,6,1365.76,356.5
2026-06-26,Mouse,Accessories,West,4,1257.67,249.94
2026-06-28,Monitor,Electronics,North,2,2076.06,190.11
2026-06-26,Camera,Electronics,East,6,4079.3,596.62
2026-07-12,Speaker,Accessories,South,10,1952.45,214.07
2026-06-14,Laptop,Electronics,South,3,4220.52,1188.94
2026-06-12,Tablet,Electronics,South,10,4563.26,377.39
2026-06-18,Mouse,Accessories,West,9,3127.65,501.62
2026-07-06,Headphones,Accessories,East,4,1873.63,468.33
2026-07-02,Mouse,Accessories,East,4,2352.6,159.32
2026-07-10,Tablet,Electronics,West,8,2570.18,525.26
2026-07-12,Tablet,Electronics,North,2,895.89,64.24
2026-06-21,Mouse,Accessories,West,1,4954.07,345.54
2026-06-15,Mobile,Electronics,South,5,430.24,35.88
2026-07-01,Mobile,Electronics,South,8,4991.1,809.91
2026-06-21,Mouse,Accessories,North,1,4204.57,1145.34
2026-06-13,Keyboard,Accessories,South,6,3158.5,695.85
2026-07-04,Keyboard,Accessories,South,4,1664.22,340.84
2026-07-01,Printer,Office,North,4,1308.52,182.08
2026-07-10,Keyboard,Accessories,West,1,4224.47,1259.02
2026-06-18,Printer,Office,East,7,2686.56,149.35
2026-07-06,Laptop,Electronics,East,7,4713.03,1258.28
2026-06-28,Camera,Electronics,North,1,722.05,127.72
2026-06-15,Printer,Office,South,6,4117.85,998.11
2026-06-12,Keyboard,Accessories,East,2,2431.1,376.48
2026-07-09,Tablet,Electronics,West,7,854.68,254.06
2026-06-15,Speaker,Accessories,East,4,4371.34,546.71
2026-06-19,Printer,Office,East,6,2381.29,223.18
2026-06-24,Printer,Office,West,5,3603.38,509.9
2026-07-02,Speaker,Accessories,East,8,2514.21,419.24
2026-07-10,Mouse,Accessories,West,8,2064.5,210.09
2026-07-08,Camera,Electronics,West,3,2661.17,665.59
2026-06-13,Headphones,Accessories,North,8,2073.33,292.28
2026-07-10,Keyboard,Accessories,South,6,4430.32,663.24
2026-06-28,Printer,Office,South,8,3602.57,830.34
2026-06-29,Mouse,Accessories,North,8,1920.04,270.11
2026-07-06,Laptop,Electronics,North,10,1004.29,291.73
2026-06-18,Headphones,Accessories,North,6,3286.78,213.91
2026-06-15,Printer,Office,East,9,4985.38,555.73
2026-07-08,Tablet,Electronics,South,7,1473.12,293.54
2026-06-23,Printer,Office,East,4,1298.94,112.85
2026-06-27,Mobile,Electronics,North,3,639.9,102.33
2026-06-28,Tablet,Electronics,East,9,3899.3,249.43
2026-06-13,Tablet,Electronics,East,10,3084.26,661.25
2026-06-27,Printer,Office,West,2,1684.27,492.15
2026-07-01,Camera,Electronics,South,1,944.97,118.38
2026-07-10,Mouse,Accessories,East,1,4317.99,274.48
2026-07-08,Headphones,Accessories,East,9,929.82,258.59
2026-07-03,Headphones,Accessories,South,2,221.81,22.71
2026-06-12,Camera,Electronics,South,6,3301.98,177.5
2026-07-01,Speaker,Accessories,East,10,4678.71,1315.62
2026-07-10,Speaker,Accessories,North,3,555.92,114.81
2026-07-07,Mobile,Electronics,West,1,881.04,176.31
2026-07-02,Keyboard,Accessories,East,9,4505.79,654.41
2026-07-01,Camera,Electronics,South,4,3356.33,344.0
2026-06-14,Printer,Office,North,5,3786.78,826.43
2026-06-30,Speaker,Accessories,West,4,146.3,21.54
2026-06-23,Headphones,Accessories,East,1,2751.54,553.12
2026-06-27,Mobile,Electronics,East,10,4815.32,933.95
2026-07-07,Tablet,Electronics,North,9,840.0,226.43
2026-06-23,Camera,Electronics,North,4,4056.6,821.64
2026-07-07,Camera,Electronics,East,10,1078.96,209.7
2026-07-01,Headphones,Accessories,South,1,3297.49,760.2
2026-06-28,Tablet,Electronics,North,2,3487.29,856.39
2026-06-28,Monitor,Electronics,South,2,2372.18,150.8
2026-06-22,Headphones,Accessories,South,8,1395.23,187.99
2026-06-24,Headphones,Accessories,West,6,3735.76,373.27
2026-06-19,Tablet,Electronics,West,3,1752.75,160.81
2026-06-16,Camera,Electronics,East,10,611.03,177.01
2026-07-03,Headphones,Accessories,East,8,2525.32,583.19
2026-06-28,Camera,Electronics,North,9,4666.01,715.13
2026-06-25,Laptop,Electronics,East,6,4064.37,1125.16
2026-06-20,Speaker,Accessories,East,1,4304.26,1253.28
2026-07-02,Speaker,Accessories,South,8,910.41,121.73
2026-07-06,Tablet,Electronics,South,9,4066.65,847.59
2026-07-10,Tablet,Electronics,North,10,2969.7,775.24
2026-06-20,Monitor,Electronics,East,5,3097.66,331.94
2026-06-24,Mouse,Accessories,North,2,2508.68,457.53
2026-07-10,Speaker,Accessories,West,10,1763.16,139.07
2026-07-07,Monitor,Electronics,West,9,4487.61,704.6
2026-06-17,Camera,Electronics,West,6,4849.23,1042.26
2026-07-02,Monitor,Electronics,North,9,3851.27,862.78
2026-07-09,Tablet,Electronics,North,6,1254.23,111.56
2026-07-11,Keyboard,Accessories,East,3,3901.56,1067.86
2026-07-03,Headphones,Accessories,West,1,4540.95,739.87
2026-06-26,Monitor,Electronics,South,7,253.92,29.84
2026-06-16,Tablet,Electronics,North,5,2568.87,315.89
2026-06-14,Headphones,Accessories,North,4,3116.2,547.05
2026-06-29,Mouse,Accessories,East,1,4652.42,927.9
2026-07-02,Laptop,Electronics,West,2,1533.83,313.5
2026-06-19,Monitor,Electronics,West,7,3889.8,958.92
2026-07-11,Headphones,Accessories,South,5,1780.27,362.87
2026-07-08,Monitor,Electronics,South,4,4067.77,1074.59
2026-07-05,Keyboard,Accessories,North,6,3809.06,966.7
2026-06-23,Headphones,Accessories,East,10,3417.49,973.14
2026-06-25,Keyboard,Accessories,West,10,3232.64,937.97
2026-07-02,Printer,Office,North,8,2895.94,763.84
2026-06-23,Mouse,Accessories,South,8,749.32,213.97
2026-06-16,Tablet,Electronics,East,2,3468.26,628.2
2026-07-08,Monitor,Electronics,South,6,3202.53,391.36
2026-06-21,Monitor,Electronics,South,6,413.24,105.3
2026-06-21,Monitor,Electronics,South,3,236.88,69.65
2026-07-06,Headphones,Accessories,North,1,4245.21,1223.93
2026-06-27,Camera,Electronics,East,4,1929.85,243.59
2026-06-28,Mouse,Accessories,East,2,2705.39,724.11
2026-07-05,Laptop,Electronics,West,9,3937.67,197.56
2026-06-12,Keyboard,Accessories,West,2,3865.58,988.66
2026-06-14,Camera,Electronics,North,8,2129.08,586.17
2026-06-14,Printer,Office,West,2,1221.34,350.86
2026-06-29,Headphones,Accessories,West,1,2303.53,449.63
2026-06-23,Headphones,Accessories,South,8,1265.29,217.01
2026-07-08,Camera,Electronics,West,3,3570.85,567.47
2026-06-12,Mouse,Accessories,West,4,4454.64,302.72
2026-06-26,Headphones,Accessories,South,5,952.64,96.85
2026-06-22,Camera,Electronics,East,9,2219.8,433.56
2026-06-23,Headphones,Accessories,East,1,3145.04,812.92
2026-06-25,Laptop,Electronics,West,8,4635.04,903.97
2026-06-28,Camera,Electronics,East,8,3675.62,869.04
2026-07-03,Headphones,Accessories,East,10,177.06,33.0
2026-07-03,Mobile,Electronics,North,9,2217.43,469.04
2026-06-12,Monitor,Electronics,East,6,2909.0,686.85
2026-07-11,Monitor,Electronics,South,8,1808.73,410.12
2026-06-23,Camera,Electronics,West,1,4621.59,1159.38
2026-07-01,Printer,Office,West,8,394.88,66.6
2026-07-04,Printer,Office,East,9,3133.89,202.85
2026-06-12,Camera,Electronics,North,1,736.25,127.22
2026-06-24,Mobile,Electronics,East,10,3006.87,862.06
2026-07-08,Tablet,Electronics,North,8,4318.95,1093.3
2026-07-09,Camera,Electronics,South,1,3577.82,989.85
2026-06-19,Tablet,Electronics,East,9,4299.07,880.88
2026-07-04,Monitor,Electronics,North,3,3310.87,606.4
2026-06-24,Camera,Electronics,South,10,752.73,216.76
2026-06-23,Printer,Office,South,5,455.67,125.86
2026-06-13,Headphones,Accessories,West,5,896.0,204.68
2026-06-16,Monitor,Electronics,South,5,4646.57,498.59
2026-07-05,Speaker,Accessories,East,9,3699.64,314.03
2026-06-29,Keyboard,Accessories,East,6,3209.28,827.53
2026-06-13,Tablet,Electronics,North,3,322.12,79.3
2026-07-03,Speaker,Accessories,West,2,1188.62,303.29
